| bank.n.bnc.1065            | unclear                                |
| country.n.Sports.2081      | country%1:15:00::                      |
| country.n.Sports.2103      | country%1:14:00::                      |
| country.n.Sports.2103      | country%1:14:00::                      |
| country.n.Sports.2103      | country%1:14:00::                      |
| country.n.Sports.2155      | country%1:14:01::                      |
| country.n.Sports.2155      | country%1:14:00::                      |
| country.n.Sports.2155      | country%1:14:01::                      |
| country.n.Sports.2171      | country%1:15:00::                      |
| country.n.Sports.2171      | country%1:15:00::                      |
| country.n.Sports.2171      | country%1:15:00::                      |
| country.n.Sports.2191      | country%1:14:00::                      |
| country.n.Sports.2191      | country%1:14:00::                      |
| country.n.Sports.2191      | country%1:14:00::                      |
| country.n.Sports.2237      | country%1:14:00::                      |
| country.n.Sports.2237      | country%1:15:00::                      |
| country.n.Sports.2237      | country%1:15:00::                      |
| country.n.Sports.2280      | country%1:14:00::                      |
| country.n.Sports.2280      | country%1:14:00::                      |
| country.n.Sports.2280      | country%1:14:00::                      |
| country.n.Sports.2296      | country%1:14:01::                      |
| country.n.Sports.2296      | country%1:14:00::                      |
| country.n.Sports.2296      | country%1:14:00::                      |
| country.n.Sports.2318      | country%1:15:00::                      |
| country.n.Sports.2318      | country%1:15:00::                      |
| country.n.Sports.2318      | country%1:14:00::                      |
| country.n.Sports.2424      | country%1:15:00::                      |
| country.n.Sports.2424      | country%1:15:00::                      |
| country.n.Sports.2424      | country%1:15:00::                      |
| country.n.Sports.2486      | unlisted-sense                         |
| country.n.Sports.2486      | unlisted-sense                         |
| country.n.Sports.2486      | country%1:15:01::                      |
| country.n.Sports.2506      | country%1:14:00::                      |
| country.n.Sports.2506      | country%1:14:00::                      |
| country.n.Sports.2506      | country%1:14:00::                      |
| country.n.Sports.2511      | country%1:15:01::                      |
| country.n.Sports.2511      | unlisted-sense                         |
| country.n.Sports.2511      | unlisted-sense                         |
| country.n.Sports.2520      | country%1:14:00::                      |
| country.n.Sports.2520      | country%1:14:00::                      |
| country.n.Sports.2520      | country%1:14:00::                      |
| country.n.Sports.256       | country%1:14:00::                      |
| country.n.Sports.256       | unlisted-sense                         |
| country.n.Sports.256       | country%1:14:00::                      |
| country.n.Sports.271       | country%1:14:00::                      |
| country.n.Sports.271       | country%1:14:00::                      |
| country.n.Sports.271       | country%1:14:00::                      |
| country.n.Sports.282       | country%1:14:00::                      |
| country.n.Sports.282       | country%1:15:00::                      |
| country.n.Sports.282       | country%1:14:00::                      |
| country.n.Sports.334       | country%1:15:00::                      |
| country.n.Sports.334       | country%1:15:00::                      |
| country.n.Sports.334       | country%1:15:00::                      |
| country.n.Sports.351       | country%1:14:00::                      |
| country.n.Sports.351       | country%1:14:00::                      |
| country.n.Sports.351       | country%1:14:00::                      |
| country.n.Sports.358       | country%1:14:00::                      |
| country.n.Sports.358       | country%1:15:00::                      |
| country.n.Sports.358       | country%1:14:00::                      |
| country.n.Sports.363       | country%1:14:00::                      |
| country.n.Sports.363       | country%1:14:00::                      |
| country.n.Sports.363       | country%1:14:00::                      |
| country.n.Sports.375       | country%1:14:00::                      |
| country.n.Sports.375       | country%1:14:00::                      |
| country.n.Sports.375       | country%1:14:00::                      |
| country.n.Sports.379       | country%1:15:00::                      |
| country.n.Sports.379       | country%1:15:00::                      |
| country.n.Sports.379       | country%1:14:00::                      |
| country.n.Sports.392       | country%1:14:00::                      |
| country.n.Sports.392       | country%1:15:00::                      |
| country.n.Sports.392       | country%1:15:00::                      |
| country.n.Sports.402       | country%1:15:00::                      |
| country.n.Sports.402       | country%1:14:00::                      |
| country.n.Sports.402       | country%1:14:00::                      |
| country.n.Sports.422       | country%1:15:01::                      |
| country.n.Sports.422       | unlisted-sense                         |
| country.n.Sports.422       | country%1:15:01::                      |
| country.n.Sports.557       | country%1:14:00::                      |
| country.n.Sports.557       | unlisted-sense                         |
| country.n.Sports.557       | country%1:14:00::                      |
| country.n.Sports.559       | country%1:14:00::                      |
| country.n.Sports.559       | unlisted-sense                         |
| country.n.Sports.559       | country%1:14:00::                      |
| country.n.Sports.56        | country%1:14:00::                      |
| country.n.Sports.56        | country%1:14:00::                      |
| country.n.Sports.56        | country%1:14:00::                      |
| country.n.Sports.568       | country%1:14:00::                      |
| country.n.Sports.568       | country%1:14:00::                      |
| country.n.Sports.568       | unlisted-sense                         |
| country.n.Sports.584       | country%1:15:01::                      |
| country.n.Sports.584       | country%1:15:01::                      |
| country.n.Sports.584       | unlisted-sense                         |
| country.n.Sports.595       | country%1:14:00::                      |
| country.n.Sports.595       | country%1:14:00::                      |
| country.n.Sports.595       | country%1:14:00::                      |
| country.n.Sports.602       | country%1:15:00::                      |
| country.n.Sports.602       | country%1:15:00::                      |
| country.n.Sports.602       | country%1:15:00::                      |
| country.n.Sports.621       | country%1:15:00::                      |
| country.n.Sports.621       | country%1:14:00::                      |
| country.n.Sports.621       | country%1:14:00::                      |
| country.n.Sports.664       | country%1:14:00::                      |
| country.n.Sports.664       | country%1:14:01::                      |
| country.n.Sports.664       | country%1:14:01::                      |
| country.n.Sports.694       | country%1:14:00::                      |
| country.n.Sports.694       | country%1:15:00::                      |
| country.n.Sports.694       | unclear                                |
| country.n.Sports.71        | country%1:14:00::                      |
| country.n.Sports.71        | country%1:14:00::                      |
| country.n.Sports.71        | country%1:14:00::                      |
| country.n.Sports.728       | country%1:14:00::                      |
| country.n.Sports.728       | country%1:14:00::                      |
| country.n.Sports.728       | country%1:14:00::                      |
| country.n.Sports.757       | unlisted-sense                         |
| country.n.Sports.757       | country%1:15:01::                      |
| country.n.Sports.757       | country%1:15:01::                      |
| country.n.Sports.787       | country%1:14:00::                      |
| country.n.Sports.787       | country%1:14:01::                      |
| country.n.Sports.787       | country%1:14:00::                      |
| country.n.Sports.835       | country%1:14:01::                      |
| country.n.Sports.835       | country%1:14:01::                      |
| country.n.Sports.835       | country%1:14:01::                      |
| country.n.Sports.857       | country%1:14:00::                      |
| country.n.Sports.857       | country%1:14:00::                      |
| country.n.Sports.857       | country%1:14:00::                      |
| country.n.Sports.877       | country%1:14:00::                      |
| country.n.Sports.877       | country%1:14:00::                      |
| country.n.Sports.877       | country%1:14:00::                      |
| country.n.Sports.881       | country%1:14:00::                      |
| country.n.Sports.881       | country%1:14:00::                      |
| country.n.Sports.881       | country%1:14:01::                      |
| country.n.Sports.899       | country%1:14:00::                      |
| country.n.Sports.899       | country%1:14:00::                      |
| country.n.Sports.899       | country%1:14:00::                      |
| country.n.Sports.907       | country%1:14:00::                      |
| country.n.Sports.907       | country%1:14:00::                      |
| country.n.Sports.907       | country%1:14:00::                      |
| country.n.Sports.927       | country%1:14:01::                      |
| country.n.Sports.927       | country%1:14:00::                      |
| country.n.Sports.927       | country%1:14:01::                      |
| country.n.Sports.944       | country%1:15:00::                      |
| country.n.Sports.944       | country%1:15:00::                      |
| country.n.Sports.944       | country%1:14:00::                      |
| country.n.Sports.959       | country%1:14:01::                      |
| country.n.Sports.959       | country%1:14:00::                      |
| country.n.Sports.959       | country%1:14:00::                      |
| country.n.Sports.989       | country%1:14:00::                      |
| country.n.Sports.989       | country%1:14:00::                      |
| country.n.Sports.989       | country%1:15:00::                      |
| crew.n.bnc.1000            | unclear                                |
| crew.n.bnc.1000            | unclear                                |
| crew.n.bnc.1000            | unclear                                |
| crew.n.bnc.1000            | unclear                                |
| crew.n.bnc.1028            | unclear                                |
| crew.n.bnc.1028            | crew%1:14:00::                         |
| crew.n.bnc.1028            | unclear                                |
| crew.n.bnc.1028            | crew%1:14:00::                         |
| crew.n.bnc.1038            | crew%1:14:01::                         |
| crew.n.bnc.1038            | crew%1:14:01::                         |
| crew.n.bnc.1038            | crew%1:14:01::                         |
| crew.n.bnc.1038            | crew%1:14:01::                         |
| crew.n.bnc.1046            | crew%1:14:02::                         |
| crew.n.bnc.1046            | crew%1:14:01::                         |
| crew.n.bnc.1046            | unclear                                |
| crew.n.bnc.1046            | crew%1:14:01::                         |
| crew.n.bnc.1048            | crew%1:14:01::                         |
| crew.n.bnc.1048            | crew%1:14:01::                         |
| crew.n.bnc.1048            | unclear                                |
| crew.n.bnc.1048            | crew%1:14:01::                         |
| crew.n.bnc.1055            | crew%1:14:01::                         |
| crew.n.bnc.1055            | crew%1:14:01::                         |
| crew.n.bnc.1055            | crew%1:14:01::                         |
| crew.n.bnc.1055            | crew%1:14:01::                         |
| crew.n.bnc.1075            | crew%1:14:01::                         |
| crew.n.bnc.1075            | crew%1:14:01::                         |
| crew.n.bnc.1075            | crew%1:14:01::                         |
| crew.n.bnc.1075            | crew%1:14:01::                         |
| crew.n.bnc.1102            | crew%1:14:00::                         |
| crew.n.bnc.1102            | crew%1:14:01::                         |
| crew.n.bnc.1102            | crew%1:14:01::                         |
| crew.n.bnc.1102            | crew%1:14:01::                         |
| crew.n.bnc.1126            | crew%1:14:02::                         |
| crew.n.bnc.1126            | unclear                                |
| crew.n.bnc.1126            | crew%1:14:02::                         |
| crew.n.bnc.1126            | crew%1:14:00::                         |
| crew.n.bnc.1166            | crew%1:14:02::                         |
| crew.n.bnc.1166            | unclear                                |
| crew.n.bnc.1166            | crew%1:14:00::                         |
| crew.n.bnc.1166            | unclear                                |
| crew.n.bnc.1185            | unclear                                |
| crew.n.bnc.1185            | crew%1:14:01::                         |
| crew.n.bnc.1185            | unclear                                |
| crew.n.bnc.1185            | unclear                                |
| crew.n.bnc.1188            | unclear                                |
| crew.n.bnc.1188            | unclear                                |
| crew.n.bnc.1188            | crew%1:14:01::                         |
| crew.n.bnc.1188            | crew%1:14:01::                         |
| crew.n.bnc.120             | crew%1:14:00::                         |
| crew.n.bnc.120             | crew%1:14:00::                         |
| crew.n.bnc.120             | crew%1:14:00::                         |
| crew.n.bnc.120             | crew%1:14:02::                         |
| crew.n.bnc.1229            | crew%1:14:01::                         |
| crew.n.bnc.1229            | crew%1:14:01::                         |
| crew.n.bnc.1229            | crew%1:14:01::                         |
| crew.n.bnc.1229            | crew%1:14:01::                         |
| crew.n.bnc.1243            | unlisted-sense                         |
| crew.n.bnc.1243            | unclear                                |
| crew.n.bnc.1243            | unlisted-sense                         |
| crew.n.bnc.1243            | unlisted-sense                         |
| crew.n.bnc.125             | crew%1:14:00::                         |
| crew.n.bnc.125             | crew%1:14:00::                         |
| crew.n.bnc.125             | crew%1:14:02::                         |
| crew.n.bnc.125             | crew%1:14:03::                         |
| crew.n.bnc.1279            | unclear                                |
| crew.n.bnc.1279            | unclear                                |
| crew.n.bnc.1279            | unclear                                |
| crew.n.bnc.1281            | crew%1:14:03::                         |
| crew.n.bnc.1281            | unclear                                |
| crew.n.bnc.1281            | crew%1:14:03::                         |
| crew.n.bnc.1306            | crew%1:14:00::                         |
| crew.n.bnc.1306            | crew%1:14:00::                         |
| crew.n.bnc.1306            | crew%1:14:00::                         |
| crew.n.bnc.1309            | crew%1:14:01::                         |
| crew.n.bnc.1309            | crew%1:14:01::                         |
| crew.n.bnc.1309            | crew%1:14:01::                         |
| crew.n.bnc.131             | crew%1:14:00::                         |
| crew.n.bnc.131             | crew%1:14:00::                         |
| crew.n.bnc.131             | crew%1:14:00::                         |
| crew.n.bnc.131             | crew%1:14:02::                         |
| crew.n.bnc.1344            | unclear                                |
| crew.n.bnc.1344            | crew%1:14:01::                         |
| crew.n.bnc.1344            | unclear                                |
| crew.n.bnc.1368            | crew%1:14:00::                         |
| crew.n.bnc.1368            | crew%1:14:00::                         |
| crew.n.bnc.1368            | crew%1:14:00::                         |
| crew.n.bnc.1415            | unclear                                |
| crew.n.bnc.1415            | crew%1:14:01::                         |
| crew.n.bnc.1415            | crew%1:14:01::                         |
| crew.n.bnc.1500            | unclear                                |
| crew.n.bnc.1500            | crew%1:14:01::                         |
| crew.n.bnc.1500            | crew%1:14:01::                         |
| crew.n.bnc.1537            | crew%1:14:01::                         |
| crew.n.bnc.1537            | crew%1:14:01::                         |
| crew.n.bnc.1537            | crew%1:14:01::                         |
| crew.n.bnc.1537            | crew%1:14:01::                         |
| crew.n.bnc.1562            | crew%1:14:01::                         |
| crew.n.bnc.1562            | crew%1:14:01::                         |
| crew.n.bnc.1562            | crew%1:14:01::                         |
| crew.n.bnc.1562            | crew%1:14:01::                         |
| crew.n.bnc.159             | crew%1:14:03::                         |
| crew.n.bnc.159             | unlisted-sense                         |
| crew.n.bnc.159             | crew%1:14:03::                         |
| crew.n.bnc.159             | crew%1:14:00::                         |
| crew.n.bnc.1591            | crew%1:14:00::                         |
| crew.n.bnc.1591            | crew%1:14:01::                         |
| crew.n.bnc.1591            | crew%1:14:01::                         |
| crew.n.bnc.1591            | crew%1:14:01::                         |
| crew.n.bnc.1592            | crew%1:14:01::                         |
| crew.n.bnc.1592            | crew%1:14:01::                         |
| crew.n.bnc.1592            | crew%1:14:01::                         |
| crew.n.bnc.1592            | crew%1:14:01::                         |
| crew.n.bnc.1602            | crew%1:14:01::                         |
| crew.n.bnc.1602            | crew%1:14:01::                         |
| crew.n.bnc.1602            | crew%1:14:01::                         |
| crew.n.bnc.1602            | crew%1:14:01::                         |
| crew.n.bnc.161             | crew%1:14:01::                         |
| crew.n.bnc.161             | crew%1:14:01::                         |
| crew.n.bnc.161             | crew%1:14:01::                         |
| crew.n.bnc.161             | crew%1:14:01::                         |
| crew.n.bnc.1614            | crew%1:14:01::                         |
| crew.n.bnc.1614            | crew%1:14:01::                         |
| crew.n.bnc.1614            | crew%1:14:01::                         |
| crew.n.bnc.1614            | crew%1:14:01::                         |
| crew.n.bnc.162             | crew%1:14:01::                         |
| crew.n.bnc.162             | crew%1:14:01::                         |
| crew.n.bnc.162             | crew%1:14:01::                         |
| crew.n.bnc.162             | crew%1:14:01::                         |
| crew.n.bnc.1647            | crew%1:14:01::                         |
| crew.n.bnc.1647            | crew%1:14:01::                         |
| crew.n.bnc.1647            | unclear                                |
| crew.n.bnc.1647            | unclear                                |
| crew.n.bnc.1653            | crew%1:14:01::                         |
| crew.n.bnc.1653            | crew%1:14:01::                         |
| crew.n.bnc.1653            | crew%1:14:01::                         |
| crew.n.bnc.1653            | crew%1:14:01::                         |
| crew.n.bnc.170             | crew%1:14:00::                         |
| crew.n.bnc.170             | crew%1:14:00::                         |
| crew.n.bnc.170             | crew%1:14:00::                         |
| crew.n.bnc.170             | crew%1:14:00::                         |
| crew.n.bnc.1733            | crew%1:14:02::                         |
| crew.n.bnc.1733            | unclear                                |
| crew.n.bnc.1733            | crew%1:14:02::                         |
| crew.n.bnc.1733            | crew%1:14:02::                         |
| crew.n.bnc.1735            | crew%1:14:02::                         |
| crew.n.bnc.1735            | crew%1:14:01::                         |
| crew.n.bnc.1735            | crew%1:14:01::                         |
| crew.n.bnc.1735            | unclear                                |
| crew.n.bnc.1748            | crew%1:14:01::                         |
| crew.n.bnc.1748            | crew%1:14:01::                         |
| crew.n.bnc.1748            | crew%1:14:01::                         |
| crew.n.bnc.1748            | crew%1:14:01::                         |
| crew.n.bnc.177             | crew%1:14:01::                         |
| crew.n.bnc.177             | crew%1:14:01::                         |
| crew.n.bnc.177             | crew%1:14:01::                         |
| crew.n.bnc.177             | crew%1:14:01::                         |
| crew.n.bnc.1770            | crew%1:14:01::                         |
| crew.n.bnc.1770            | crew%1:14:01::                         |
| crew.n.bnc.1770            | crew%1:14:01::                         |
| crew.n.bnc.1770            | crew%1:14:01::                         |
| crew.n.bnc.1771            | unclear                                |
| crew.n.bnc.1771            | crew%1:14:03::                         |
| crew.n.bnc.1771            | crew%1:14:03::                         |
| crew.n.bnc.1771            | crew%1:14:03::                         |
| crew.n.bnc.1781            | unclear                                |
| crew.n.bnc.1781            | crew%1:14:01::                         |
| crew.n.bnc.1781            | unclear                                |
| crew.n.bnc.1781            | crew%1:14:01::                         |
| crew.n.bnc.1811            | crew%1:14:01::                         |
| crew.n.bnc.1811            | crew%1:14:01::                         |
| crew.n.bnc.1811            | crew%1:14:01::                         |
| crew.n.bnc.1811            | crew%1:14:01::                         |
| crew.n.bnc.1838            | crew%1:14:01::                         |
| crew.n.bnc.1838            | crew%1:14:01::                         |
| crew.n.bnc.1838            | crew%1:14:01::                         |
| crew.n.bnc.1838            | crew%1:14:01::                         |
| crew.n.bnc.1902            | crew%1:14:01::                         |
| crew.n.bnc.1902            | crew%1:14:02::                         |
| crew.n.bnc.1902            | crew%1:14:01::                         |
| crew.n.bnc.1902            | crew%1:14:01::                         |
| crew.n.bnc.1941            | crew%1:14:01::                         |
| crew.n.bnc.1941            | crew%1:14:01::                         |
| crew.n.bnc.1941            | crew%1:14:01::                         |
| crew.n.bnc.1941            | crew%1:14:01::                         |
| crew.n.bnc.1975            | crew%1:14:00::                         |
| crew.n.bnc.1975            | crew%1:14:00::                         |
| crew.n.bnc.1975            | crew%1:14:00::                         |
| crew.n.bnc.1975            | crew%1:14:00::                         |
| crew.n.bnc.2019            | crew%1:14:01::                         |
| crew.n.bnc.2019            | unclear                                |
| crew.n.bnc.2019            | crew%1:14:00::                         |
| crew.n.bnc.2019            | crew%1:14:00::                         |
| crew.n.bnc.207             | crew%1:14:01::                         |
| crew.n.bnc.207             | crew%1:14:01::                         |
| crew.n.bnc.207             | crew%1:14:01::                         |
| crew.n.bnc.207             | crew%1:14:01::                         |
| crew.n.bnc.2074            | crew%1:14:01::                         |
| crew.n.bnc.2074            | crew%1:14:01::                         |
| crew.n.bnc.2074            | crew%1:14:01::                         |
| crew.n.bnc.2074            | crew%1:14:01::                         |
| crew.n.bnc.2137            | crew%1:14:00::                         |
| crew.n.bnc.2137            | crew%1:14:00::                         |
| crew.n.bnc.2137            | crew%1:14:01::                         |
| crew.n.bnc.2137            | crew%1:14:01::                         |
| crew.n.bnc.2149            | crew%1:14:01::                         |
| crew.n.bnc.2149            | crew%1:14:01::                         |
| crew.n.bnc.2149            | crew%1:14:01::                         |
| crew.n.bnc.2149            | crew%1:14:01::                         |
| crew.n.bnc.215             | crew%1:14:02::                         |
| crew.n.bnc.215             | crew%1:14:02::                         |
| crew.n.bnc.215             | crew%1:14:02::                         |
| crew.n.bnc.215             | crew%1:14:02::                         |
| crew.n.bnc.2150            | crew%1:14:01::                         |
| crew.n.bnc.2150            | crew%1:14:01::                         |
| crew.n.bnc.2150            | crew%1:14:01::                         |
| crew.n.bnc.2150            | crew%1:14:01::                         |
| crew.n.bnc.2164            | crew%1:14:00::                         |
| crew.n.bnc.2164            | crew%1:14:00::                         |
| crew.n.bnc.2164            | unclear                                |
| crew.n.bnc.2164            | crew%1:14:02::                         |
| crew.n.bnc.23              | unclear                                |
| crew.n.bnc.23              | unclear                                |
| crew.n.bnc.23              | crew%1:14:00::                         |
| crew.n.bnc.23              | crew%1:14:03::                         |
| crew.n.bnc.267             | crew%1:14:01::                         |
| crew.n.bnc.267             | crew%1:14:01::                         |
| crew.n.bnc.267             | crew%1:14:01::                         |
| crew.n.bnc.267             | crew%1:14:01::                         |
| crew.n.bnc.304             | crew%1:14:00::                         |
| crew.n.bnc.304             | crew%1:14:00::                         |
| crew.n.bnc.304             | crew%1:14:00::                         |
| crew.n.bnc.304             | crew%1:14:00::                         |
| crew.n.bnc.321             | unlisted-sense                         |
| crew.n.bnc.321             | unlisted-sense                         |
| crew.n.bnc.321             | crew%1:14:00::                         |
| crew.n.bnc.321             | unlisted-sense                         |
| crew.n.bnc.329             | crew%1:14:01::                         |
| crew.n.bnc.329             | crew%1:14:01::                         |
| crew.n.bnc.329             | crew%1:14:01::                         |
| crew.n.bnc.329             | crew%1:14:01::                         |
| crew.n.bnc.345             | crew%1:14:00::                         |
| crew.n.bnc.345             | crew%1:14:00::                         |
| crew.n.bnc.345             | unlisted-sense                         |
| crew.n.bnc.345             | unlisted-sense                         |
| crew.n.bnc.350             | crew%1:14:02::                         |
| crew.n.bnc.350             | unclear                                |
| crew.n.bnc.350             | unclear                                |
| crew.n.bnc.350             | unclear                                |
| crew.n.bnc.366             | unclear                                |
| crew.n.bnc.366             | unclear                                |
| crew.n.bnc.366             | crew%1:14:02::                         |
| crew.n.bnc.366             | unclear                                |
| crew.n.bnc.398             | crew%1:14:01::                         |
| crew.n.bnc.398             | crew%1:14:01::                         |
| crew.n.bnc.398             | crew%1:14:01::                         |
| crew.n.bnc.398             | crew%1:14:01::                         |
| crew.n.bnc.422             | unclear                                |
| crew.n.bnc.422             | unclear                                |
| crew.n.bnc.422             | crew%1:14:02::                         |
| crew.n.bnc.422             | crew%1:14:01::                         |
| crew.n.bnc.478             | crew%1:14:01::                         |
| crew.n.bnc.478             | crew%1:14:01::                         |
| crew.n.bnc.478             | unclear                                |
| crew.n.bnc.478             | crew%1:14:01::                         |
| crew.n.bnc.497             | crew%1:14:00::                         |
| crew.n.bnc.497             | crew%1:14:00::                         |
| crew.n.bnc.497             | crew%1:14:00::                         |
| crew.n.bnc.497             | crew%1:14:00::                         |
| crew.n.bnc.50              | crew%1:14:01::                         |
| crew.n.bnc.50              | crew%1:14:00::                         |
| crew.n.bnc.50              | crew%1:14:01::                         |
| crew.n.bnc.50              | crew%1:14:01::                         |
| crew.n.bnc.500             | crew%1:14:00::                         |
| crew.n.bnc.500             | crew%1:14:00::                         |
| crew.n.bnc.500             | crew%1:14:00::                         |
| crew.n.bnc.500             | crew%1:14:00::                         |
| crew.n.bnc.516             | crew%1:14:01::                         |
| crew.n.bnc.516             | unclear                                |
| crew.n.bnc.516             | unclear                                |
| crew.n.bnc.516             | unclear                                |
| crew.n.bnc.568             | crew%1:14:01::                         |
| crew.n.bnc.568             | crew%1:14:01::                         |
| crew.n.bnc.568             | crew%1:14:01::                         |
| crew.n.bnc.568             | crew%1:14:01::                         |
| crew.n.bnc.586             | crew%1:14:02::                         |
| crew.n.bnc.586             | crew%1:14:01::                         |
| crew.n.bnc.586             | crew%1:14:01::                         |
| crew.n.bnc.586             | crew%1:14:01::                         |
| crew.n.bnc.605             | crew%1:14:01::                         |
| crew.n.bnc.605             | crew%1:14:01::                         |
| crew.n.bnc.605             | crew%1:14:01::                         |
| crew.n.bnc.605             | crew%1:14:01::                         |
| crew.n.bnc.622             | crew%1:14:01::                         |
| crew.n.bnc.622             | crew%1:14:01::                         |
| crew.n.bnc.622             | crew%1:14:01::                         |
| crew.n.bnc.622             | crew%1:14:01::                         |
| crew.n.bnc.635             | crew%1:14:00::                         |
| crew.n.bnc.635             | crew%1:14:00::                         |
| crew.n.bnc.635             | crew%1:14:00::                         |
| crew.n.bnc.635             | crew%1:14:00::                         |
| crew.n.bnc.64              | crew%1:14:01::                         |
| crew.n.bnc.64              | crew%1:14:01::                         |
| crew.n.bnc.64              | crew%1:14:01::                         |
| crew.n.bnc.64              | crew%1:14:01::                         |
| crew.n.bnc.640             | crew%1:14:00::                         |
| crew.n.bnc.640             | crew%1:14:00::                         |
| crew.n.bnc.640             | crew%1:14:00::                         |
| crew.n.bnc.665             | crew%1:14:02::                         |
| crew.n.bnc.665             | crew%1:14:02::                         |
| crew.n.bnc.665             | crew%1:14:02::                         |
| crew.n.bnc.665             | crew%1:14:02::                         |
| crew.n.bnc.694             | crew%1:14:02::                         |
| crew.n.bnc.694             | crew%1:14:01::                         |
| crew.n.bnc.694             | crew%1:14:02::                         |
| crew.n.bnc.694             | crew%1:14:02::                         |
| crew.n.bnc.70              | crew%1:14:02::                         |
| crew.n.bnc.70              | crew%1:14:01::                         |
| crew.n.bnc.70              | crew%1:14:01::                         |
| crew.n.bnc.70              | crew%1:14:01::                         |
| crew.n.bnc.715             | crew%1:14:00::                         |
| crew.n.bnc.715             | crew%1:14:00::                         |
| crew.n.bnc.715             | crew%1:14:00::                         |
| crew.n.bnc.715             | crew%1:14:00::                         |
| crew.n.bnc.726             | unclear                                |
| crew.n.bnc.726             | crew%1:14:01::                         |
| crew.n.bnc.726             | unclear                                |
| crew.n.bnc.726             | unclear                                |
| crew.n.bnc.736             | crew%1:14:00::                         |
| crew.n.bnc.736             | crew%1:14:00::                         |
| crew.n.bnc.736             | crew%1:14:01::                         |
| crew.n.bnc.736             | crew%1:14:00::                         |
| crew.n.bnc.749             | crew%1:14:02::                         |
| crew.n.bnc.749             | crew%1:14:02::                         |
| crew.n.bnc.749             | crew%1:14:02::                         |
| crew.n.bnc.749             | crew%1:14:01::                         |
| crew.n.bnc.759             | crew%1:14:03::                         |
| crew.n.bnc.759             | crew%1:14:00::                         |
| crew.n.bnc.759             | crew%1:14:03::                         |
| crew.n.bnc.759             | crew%1:14:03::                         |
| crew.n.bnc.762             | crew%1:14:00::                         |
| crew.n.bnc.762             | crew%1:14:00::                         |
| crew.n.bnc.762             | crew%1:14:00::                         |
| crew.n.bnc.762             | crew%1:14:00::                         |
| crew.n.bnc.806             | crew%1:14:01::                         |
| crew.n.bnc.806             | unclear                                |
| crew.n.bnc.806             | unclear                                |
| crew.n.bnc.806             | crew%1:14:01::                         |
| crew.n.bnc.814             | crew%1:14:02::                         |
| crew.n.bnc.814             | crew%1:14:01::                         |
| crew.n.bnc.814             | crew%1:14:02::                         |
| crew.n.bnc.814             | unclear                                |
| crew.n.bnc.816             | unclear                                |
| crew.n.bnc.816             | crew%1:14:02::                         |
| crew.n.bnc.816             | crew%1:14:01::                         |
| crew.n.bnc.816             | crew%1:14:02::                         |
| crew.n.bnc.85              | crew%1:14:01::                         |
| crew.n.bnc.85              | crew%1:14:01::                         |
| crew.n.bnc.85              | crew%1:14:01::                         |
| crew.n.bnc.85              | crew%1:14:01::                         |
| crew.n.bnc.855             | crew%1:14:01::                         |
| crew.n.bnc.855             | crew%1:14:01::                         |
| crew.n.bnc.855             | crew%1:14:01::                         |
| crew.n.bnc.855             | crew%1:14:01::                         |
| crew.n.bnc.884             | crew%1:14:00::                         |
| crew.n.bnc.884             | crew%1:14:00::                         |
| crew.n.bnc.884             | crew%1:14:00::                         |
| crew.n.bnc.884             | crew%1:14:00::                         |
| crew.n.bnc.887             | crew%1:14:01::                         |
| crew.n.bnc.887             | crew%1:14:01::                         |
| crew.n.bnc.887             | crew%1:14:01::                         |
| crew.n.bnc.887             | crew%1:14:01::                         |
| crew.n.bnc.892             | crew%1:14:01::                         |
| crew.n.bnc.892             | unclear                                |
| crew.n.bnc.892             | crew%1:14:02::                         |
| crew.n.bnc.892             | unclear                                |
| crew.n.bnc.933             | crew%1:14:01::                         |
| crew.n.bnc.933             | crew%1:14:01::                         |
| crew.n.bnc.933             | crew%1:14:01::                         |
| crew.n.bnc.933             | crew%1:14:01::                         |
| crew.n.bnc.979             | crew%1:14:01::                         |
| crew.n.bnc.979             | unclear                                |
| crew.n.bnc.979             | crew%1:14:02::                         |
| crew.n.bnc.979             | crew%1:14:01::                         |
| crew.n.bnc.983             | unclear                                |
| crew.n.bnc.983             | crew%1:14:00::                         |
| crew.n.bnc.983             | crew%1:14:00::                         |
| crew.n.bnc.983             | crew%1:14:00::                         |
| crew.n.bnc.996             | crew%1:14:01::                         |
| crew.n.bnc.996             | crew%1:14:01::                         |
| crew.n.bnc.996             | crew%1:14:01::                         |
| crew.n.bnc.996             | crew%1:14:01::                         |
| crew.n.Finance.109         | crew%1:14:00::                         |
| crew.n.Finance.109         | crew%1:14:00::                         |
| crew.n.Finance.109         | unclear                                |
| crew.n.Finance.109         | unclear                                |
| crew.n.Finance.11          | crew%1:14:01::                         |
| crew.n.Finance.11          | crew%1:14:01::                         |
| crew.n.Finance.11          | crew%1:14:01::                         |
| crew.n.Finance.11          | crew%1:14:01::                         |
| crew.n.Finance.122         | crew%1:14:01::                         |
| crew.n.Finance.122         | crew%1:14:01::                         |
| crew.n.Finance.122         | crew%1:14:01::                         |
| crew.n.Finance.122         | crew%1:14:02::                         |
| crew.n.Finance.138         | crew%1:14:01::                         |
| crew.n.Finance.138         | crew%1:14:01::                         |
| crew.n.Finance.138         | crew%1:14:01::                         |
| crew.n.Finance.138         | crew%1:14:01::                         |
